1	6195	562	6761	6195	6200	87.65	sbw25	r124
1	6782	1	6770	6782	6770	94.19	pf01	r124
1001127	1001923	911482	912279	797	798	82.35	pf5	r124
1001516	1004968	994835	998299	3453	3465	85.40	sbw25	r124
1001980	1002152	912432	912603	173	172	81.50	pf5	r124
1004176	1005436	914600	915853	1261	1254	82.24	pf5	r124
1005039	1007677	5166333	5163698	2639	2636	88.07	sbw25	r124
1006093	1007735	921963	923586	1643	1624	88.27	pf5	r124
1007944	1013306	923780	929120	5363	5341	87.02	pf5	r124
1009097	1011392	5162551	5160282	2296	2270	84.64	sbw25	r124
1013248	1015635	5158156	5155758	2388	2399	83.20	sbw25	r124
1014024	1019592	931467	937050	5569	5584	87.31	pf5	r124
1016298	1018738	995870	998322	2441	2453	91.12	pf01	r124
101842	103506	40984	39320	1665	1665	83.69	sbw25	r124
1019017	1021659	5152145	5149508	2643	2638	83.56	sbw25	r124
101943	103609	101903	103566	1667	1664	88.91	pf01	r124
1019884	1020333	937315	937764	450	450	88.89	pf5	r124
101996	102977	43733	42752	982	982	82.32	pf5	r124
1021232	1022823	938708	940299	1592	1592	84.10	pf5	r124
1021690	1023710	998424	1000441	2021	2018	92.29	pf01	r124
1022576	1024382	5146245	5144439	1807	1807	84.26	sbw25	r124
1023090	1024954	940558	942425	1865	1868	86.28	pf5	r124
1023728	1026737	1000567	1003577	3010	3011	93.92	pf01	r124
1024677	1025062	5144139	5143754	386	386	84.91	sbw25	r124
1026263	1027971	5142523	5140815	1709	1709	83.37	sbw25	r124
1026306	1027030	945548	946275	725	728	87.93	pf5	r124
1026810	1032520	1004296	1009974	5711	5679	90.19	pf01	r124
1027197	1030264	946628	949693	3068	3066	85.05	pf5	r124
1032565	1035820	1010249	1013514	3256	3266	89.36	pf01	r124
1033090	1034032	958929	959871	943	943	81.69	pf5	r124
1033196	1034207	3776136	3775125	1012	1012	82.10	sbw25	r124
1035500	1036057	5136977	5136420	558	558	84.26	sbw25	r124
1035839	1038251	1013655	1016066	2413	2412	90.76	pf01	r124
1036141	1041607	962079	967544	5467	5466	90.14	pf5	r124
1036222	1038429	5123451	5121244	2208	2208	82.55	sbw25	r124
1036921	1037450	3123559	3123030	530	530	80.45	pf01	r124
103823	111533	103895	111592	7711	7698	87.49	pf01	r124
1038325	1046768	1016263	1024749	8444	8487	84.63	pf01	r124
103908	106194	38880	36592	2287	2289	88.10	sbw25	r124
1039468	1039775	5120205	5119897	308	309	87.06	sbw25	r124
1040826	1041211	5118869	5118484	386	386	97.67	sbw25	r124
1041407	1044487	5118241	5115161	3081	3081	85.92	sbw25	r124
1042589	1044495	968545	970453	1907	1909	85.07	pf5	r124
1044594	1047052	5115054	5112599	2459	2456	83.93	sbw25	r124
1045766	1046803	971724	972761	1038	1038	82.40	pf5	r124
104604	106420	40985	39170	1817	1816	83.59	pf5	r124
1047273	1059419	5112378	5100224	12147	12155	86.47	sbw25	r124
1047601	1052763	973559	978725	5163	5167	85.00	pf5	r124
1049414	1049665	1024973	1025231	252	259	81.06	pf01	r124
1052948	1055166	978921	981139	2219	2219	84.24	pf5	r124
1056826	1069677	982794	995605	12852	12812	86.24	pf5	r124
1059350	1063528	1028073	1032261	4179	4189	88.77	pf01	r124
1062846	1064076	5098396	5097169	1231	1228	81.42	sbw25	r124
1063583	1064916	1032589	1033922	1334	1334	88.68	pf01	r124
106479	108864	38885	36495	2386	2391	87.31	pf5	r124
1064935	1066944	1034177	1036174	2010	1998	85.27	pf01	r124
106637	108333	108660	110356	1697	1697	81.50	sbw25	r124
1066683	1069723	5094301	5091261	3041	3041	84.75	sbw25	r124
1067104	1068552	1036351	1037832	1449	1482	89.17	pf01	r124
1068569	1073158	1037960	1042569	4590	4610	90.06	pf01	r124
1069748	1072137	995896	998294	2390	2399	87.16	pf5	r124
1070030	1070614	5732985	5733569	585	585	84.38	pf01	r124
1073170	1083489	1042724	1053148	10320	10425	86.47	pf01	r124
1073718	1074587	5084481	5083612	870	870	84.17	sbw25	r124
1074789	1075754	1056014	1056979	966	966	83.33	sbw25	r124
1075107	1077125	998423	1000441	2019	2019	86.40	pf5	r124
1075916	1077004	1059934	1061022	1089	1089	85.79	sbw25	r124
1077243	1080188	1000581	1003525	2946	2945	91.15	pf5	r124
1078559	1081778	1062684	1065918	3220	3235	82.63	sbw25	r124
10791	12263	11730	13207	1473	1478	82.50	sbw25	r124
1080341	1084764	1004312	1008729	4424	4418	85.55	pf5	r124
1083492	1084421	1053294	1054223	930	930	86.79	pf01	r124
1085282	1086130	1054407	1055254	849	848	85.41	pf01	r124
1085333	1086867	1074704	1076240	1535	1537	87.52	sbw25	r124
1086327	1089440	1010389	1013515	3114	3127	85.68	pf5	r124
1086858	1087977	1055989	1057098	1120	1110	90.45	pf01	r124
1087029	1090490	1076383	1079867	3462	3485	85.93	sbw25	r124
1087914	1088238	4538523	4538189	325	335	83.87	pf01	r124
1087917	1088277	1416243	1416600	361	358	87.02	pf01	r124
1087918	1088238	1894655	1894969	321	315	85.36	pf01	r124
1087918	1088238	5089969	5089655	321	315	85.40	pf01	r124
1087918	1088277	4996180	4995813	360	368	85.14	pf01	r124
1087951	1088277	2164182	2164505	327	324	86.28	pf01	r124
1087951	1088277	2529069	2529392	327	324	85.98	pf01	r124
1087952	1088277	2393250	2393571	326	322	86.81	pf01	r124
1087956	1088277	2097968	2098292	322	325	87.20	pf01	r124
1087992	1088238	4600773	4600533	247	241	89.47	pf01	r124
1087998	1088227	4548823	4548583	230	241	86.01	pf01	r124
1087998	1088238	2252374	2252608	241	235	89.21	pf01	r124
1087998	1088277	1804313	1804589	280	277	86.83	pf01	r124
1087998	1088277	2271878	2272153	280	276	86.48	pf01	r124
1088052	1088238	1223698	1223881	187	184	89.84	pf01	r124
1088447	1089555	1059914	1061022	1109	1109	92.52	pf01	r124
1089546	1091752	1013660	1015860	2207	2201	84.70	pf5	r124
1089577	1091047	1061159	1062629	1471	1471	88.12	pf01	r124
1090587	1091658	1080002	1081073	1072	1072	84.93	sbw25	r124
1091175	1094481	1062632	1065938	3307	3307	90.06	pf01	r124
1092059	1094634	1081492	1084066	2576	2575	86.60	sbw25	r124
1094542	1097281	1066088	1068826	2740	2739	85.20	pf01	r124
109463	111817	108456	110826	2355	2371	82.40	pf5	r124
1094748	1097583	1084189	1087018	2836	2830	84.14	sbw25	r124
1097298	1098684	1070436	1071822	1387	1387	86.38	pf01	r124
1097747	1099388	1021856	1023497	1642	1642	81.27	pf5	r124
1097766	1100373	1087171	1089781	2608	2611	87.01	sbw25	r124
1099524	1100471	1023694	1024644	948	951	86.87	pf5	r124
110044	110459	112087	112501	416	415	90.45	sbw25	r124
1100553	1101882	1089984	1091313	1330	1330	89.19	sbw25	r124
1101574	1103518	1071840	1073787	1945	1948	81.78	pf01	r124
1102703	1103546	1092109	1092953	844	845	86.63	sbw25	r124
1104508	1106061	1074704	1076254	1554	1551	93.05	pf01	r124
1104783	1106463	1094333	1096013	1681	1681	86.91	sbw25	r124
110608	112140	112652	114186	1533	1535	86.59	sbw25	r124
1106142	1109627	1076383	1079867	3486	3485	94.12	pf01	r124
1106515	1107025	1096216	1096726	511	511	83.40	sbw25	r124
1107814	1111454	1028336	1031964	3641	3629	82.54	pf5	r124
1107867	1109083	1101668	1102883	1217	1216	89.49	sbw25	r124
1109766	1116776	1080002	1087012	7011	7011	92.53	pf01	r124
1110338	1114604	1104254	1108518	4267	4265	88.34	sbw25	r124
1111873	1113200	1032599	1033929	1328	1331	84.49	pf5	r124
1114666	1114763	4738067	4737969	98	99	91.92	sbw25	r124
1114668	1114765	3201405	3201505	98	101	86.14	sbw25	r124
1114669	1114758	1235275	1235366	90	92	92.39	sbw25	r124
111679	120926	112004	121249	9248	9246	91.13	pf01	r124
1116827	1119471	1087168	1089813	2645	2646	93.24	pf01	r124
1116921	1117281	1036357	1036715	361	359	87.29	pf5	r124
1117372	1118330	1036870	1037824	959	955	84.07	pf5	r124
1118460	1122264	1038047	1041880	3805	3834	84.21	pf5	r124
1119619	1122609	1089984	1092975	2991	2992	90.69	pf01	r124
1119827	1120669	5732985	5733827	843	843	80.71	pf5	r124
1122620	1125585	1093112	1096067	2966	2956	91.24	pf01	r124
112271	115373	114350	117431	3103	3082	87.14	sbw25	r124
1122981	1125217	1042724	1044945	2237	2222	85.05	pf5	r124
1125589	1126801	1096208	1097420	1213	1213	90.94	pf01	r124
1126868	1129675	1097584	1100438	2808	2855	85.81	pf01	r124
1127895	1128183	1047448	1047736	289	289	89.62	pf5	r124
1128257	1128691	1110865	1111299	435	435	84.70	sbw25	r124
1129508	1130243	1049044	1049776	736	733	83.42	pf5	r124
1129685	1139701	1100583	1110590	10017	10008	88.90	pf01	r124
113036	113534	112010	112505	499	496	89.64	pf5	r124
1134407	1136415	1028370	1030445	2009	2076	80.82	sbw25	r124
113679	115211	112652	114186	1533	1535	88.43	pf5	r124
1137260	1137510	4937514	4937764	251	251	84.92	pf01	r124
1139713	1140602	1110738	1111624	890	887	88.26	pf01	r124
1140981	1142007	1111619	1112645	1027	1027	85.78	pf01	r124
1141928	1142295	1036347	1036713	368	367	88.35	sbw25	r124
1142051	1144141	1112823	1114912	2091	2090	93.07	pf01	r124
1142495	1142968	1036870	1037341	474	472	88.21	sbw25	r124
1143646	1147464	1038045	1041900	3819	3856	83.75	sbw25	r124
1144216	1145275	1115064	1116123	1060	1060	90.39	pf01	r124
1145312	1148309	1116260	1119257	2998	2998	95.13	pf01	r124
1145670	1146637	1056014	1056981	968	968	84.61	pf5	r124
1147205	1148340	1059909	1061037	1136	1129	88.41	pf5	r124
1147646	1148003	1042069	1042426	358	358	84.72	sbw25	r124
1148406	1165601	1119422	1136699	17196	17278	91.93	pf01	r124
1148597	1149826	1061324	1062553	1230	1230	83.43	pf5	r124
1149971	1153211	1062689	1065914	3241	3226	85.58	pf5	r124
1150801	1153198	1042735	1045126	2398	2392	84.10	sbw25	r124
115342	118445	114350	117431	3104	3082	88.27	pf5	r124
1158297	1159780	1074779	1076260	1484	1482	90.03	pf5	r124
1158612	1160668	1112859	1114917	2057	2059	85.56	sbw25	r124
1159931	1163435	1076375	1079867	3505	3493	86.91	pf5	r124
1160784	1161945	1115064	1116236	1162	1173	83.83	sbw25	r124
1162221	1165122	1116308	1119209	2902	2902	90.43	sbw25	r124
1163565	1169209	1080013	1085623	5645	5611	85.87	pf5	r124
1166339	1167839	1120317	1121817	1501	1501	89.16	sbw25	r124
1167274	1177110	1139460	1149303	9837	9844	88.11	pf01	r124
1167984	1168869	1121987	1122871	886	885	82.72	sbw25	r124
1169369	1170715	1085666	1087012	1347	1347	84.23	pf5	r124
1169979	1170295	1123966	1124282	317	317	86.12	sbw25	r124
1170388	1173154	1124398	1127165	2767	2768	88.92	sbw25	r124
1170895	1175225	1087190	1091488	4331	4299	87.12	pf5	r124
1173250	1174844	1127296	1128890	1595	1595	89.10	sbw25	r124
1174865	1175004	4580350	4580211	140	140	79.43	sbw25	r124
1174867	1175004	1605555	1605694	138	140	77.46	sbw25	r124
1174870	1175004	2950363	2950498	135	136	77.37	sbw25	r124
1174870	1175004	4932457	4932321	135	137	77.54	sbw25	r124
1174871	1175005	2023887	2024022	135	136	83.21	sbw25	r124
1174872	1175005	5152303	5152170	134	134	80.88	sbw25	r124
1174873	1175004	5720596	5720727	132	132	80.00	sbw25	r124
1174873	1175004	5773035	5772898	132	138	77.14	sbw25	r124
1175037	1176632	1129057	1130640	1596	1584	82.35	sbw25	r124
1175851	1176670	1092109	1092929	820	821	86.24	pf5	r124
1177161	1180537	1149508	1152930	3377	3423	88.59	pf01	r124
1178031	1179698	1094333	1096001	1668	1669	87.75	pf5	r124
1178735	1180478	5001873	5000129	1744	1745	86.44	sbw25	r124
1180571	1189726	1153095	1162395	9156	9301	89.65	pf01	r124
1181857	1184185	4998712	4996384	2329	2329	87.43	sbw25	r124
118601	122106	117586	121089	3506	3504	84.07	pf5	r124
1189747	1193652	1162526	1166467	3906	3942	92.34	pf01	r124
119172	119315	4241020	4240877	144	144	90.97	sbw25	r124
119172	119397	2738137	2738362	226	226	88.94	sbw25	r124
119172	121307	5238165	5236020	2136	2146	96.74	sbw25	r124
1195440	1204745	1168246	1177616	9306	9371	86.69	pf01	r124
119604	121307	121650	123353	1704	1704	98.24	sbw25	r124
119604	121307	4240570	4238867	1704	1704	98.24	sbw25	r124
119604	121307	5578503	5576800	1704	1704	98.24	sbw25	r124
119604	121307	779436	781139	1704	1704	98.24	sbw25	r124
1196115	1197955	1101051	1102891	1841	1841	85.07	pf5	r124
1198146	1203669	1103055	1108568	5524	5514	85.45	pf5	r124
1205360	1206597	1109351	1110588	1238	1238	83.23	pf5	r124
1206684	1207165	1110812	1111293	482	482	82.68	pf5	r124
1208100	1211166	1180175	1183319	3067	3145	90.18	pf01	r124
1208685	1210676	1112860	1114852	1992	1993	87.77	pf5	r124
120911	121063	4241030	4240877	153	154	92.90	pf01	r124
120919	123055	5238167	5236020	2137	2148	97.72	pf01	r124
1211205	1214042	1183472	1186309	2838	2838	91.79	pf01	r124
1211947	1214900	1116257	1119207	2954	2951	90.50	pf5	r124
121352	123055	121650	123353	1704	1704	99.24	pf01	r124
121352	123055	4240570	4238867	1704	1704	99.24	pf01	r124
121352	123055	5578503	5576800	1704	1704	99.24	pf01	r124
121352	123055	779436	781139	1704	1704	99.24	pf01	r124
